MEAN_X,MEAN_Y,ID,Climate _Zone
73.01150958,19.00657981,117,2
77.63115537,12.83246145,834,3
74.62038119,33.48333582,1552,11
75.25985775,33.1244896,1248,11
82.93192049,20.79559837,1663,3
86.35665724,26.14438503,1494,11
82.51290937,22.08385373,1197,11
73.39014567,21.11473853,61,3
79.00855784,10.13515096,1181,3
79.01290244,10.13858573,1180,3
82.51413841,22.08442108,1198,11
77.69209845,13.32071228,355,3
96.8987496,28.20310971,562,12
82.42356572,26.75127971,1442,11
74.80324824,34.12237512,233,14
74.60800442,33.48662237,1551,11
74.56387294,33.49614998,1550,11
79.00184417,10.13904257,1182,3
78.54642217,17.46070699,102,6
74.54450304,33.49152412,1549,11
74.60120198,33.46827939,1548,11
76.38340233,9.985603692,209,2
77.42194745,31.91754294,1861,15
77.47615494,31.84306719,1860,15
78.69165303,17.30636357,1522,6
72.78055876,21.16431498,450,3
77.52558077,31.91467106,1859,15
78.79397796,33.73150977,1706,5
77.59409572,13.11415371,1516,3
76.56010241,8.934325684,598,2
76.56269662,8.93427298,599,2
76.62848124,9.038336734,175,2
80.15993392,12.61434364,658,3
79.07877242,9.959864477,1469,3
78.48089647,32.37644043,1901,26
78.32106829,32.56223081,1902,26
76.24059086,10.37329416,2033,2
78.41288181,33.12558716,383,5
79.0118505,24.56446063,1016,11
80.53897517,24.57562727,1450,11
73.86287648,18.44432112,17,3
78.11474662,24.69765804,570,11
80.17553796,12.67463721,1099,3
78.52965015,15.44040342,1600,6
78.52427574,15.44899492,1601,6
70.46609395,22.80336263,1114,6
85.76888703,22.65176674,115,3
80.16718766,12.93874891,167,3
93.71209602,28.58409696,730,12
76.08334345,13.01538041,500,3
77.12733694,32.47616163,2020,9
85.21550111,25.58787807,740,11
73.66710497,18.72571281,1970,3
78.93481616,10.1899119,1432,3
78.93110946,10.19404492,1431,3
76.4880878,32.26872029,1805,11
78.45810075,31.08124864,1368,12
76.53605407,32.23526785,1806,11
88.43634,22.92710205,1493,3
80.32315506,13.22333822,183,3
78.93982899,10.19085515,1433,3
77.06898644,12.60921881,1749,3
86.59026418,25.551177,814,11
79.03694883,9.96281344,1355,3
76.89023959,12.74979929,2019,3
71.50881621,23.64387801,1237,6
80.92957126,24.55120029,1007,11
74.20927214,21.84278385,1584,3
77.74342292,12.96447766,210,3
76.54018386,32.84413331,1801,12
81.75033657,21.16068951,881,11
81.97587716,21.1896824,907,11
79.61852263,30.69886175,427,12
87.08218406,23.2310607,1175,3
72.26159305,22.49731685,862,6
88.5320991,25.40551858,782,3
76.69834919,12.89408748,634,3
87.07010136,23.23623257,1174,3
77.99207881,34.46894776,1819,5
79.53899941,19.06427211,1508,3
83.60666748,26.97130461,1565,11
76.25308387,12.354945,1755,3
76.31617208,12.44048916,1754,3
75.27565273,34.23323385,1054,25
75.20479964,34.20221999,1052,14
75.32052601,34.19252155,1053,14
79.9932855,13.02407732,745,3
76.25675969,12.65223543,553,6
88.78298691,22.66163019,1910,3
83.43126965,18.79244031,1710,3
74.38598768,34.04760046,199,15
78.41129103,17.30419596,504,6
82.85895156,20.224277,1708,3
78.02560696,15.83394458,1531,6
87.73821584,25.44334638,778,11
71.9529309,22.44729344,1087,6
87.85814594,23.24440044,1137,3
87.8630772,23.24461674,1136,3
71.72369474,23.72700797,469,6
77.41306748,32.72226698,1684,7
88.13662723,25.00878622,816,3
82.62282688,26.68116583,1434,11
81.37906703,24.84425628,1004,11
81.81194765,21.20407829,1648,11
73.02002868,19.00518648,1273,2
74.52264862,33.54023216,1093,11
86.35870729,23.3389317,294,3
76.55436137,12.51093881,724,3
76.49132288,12.63792427,1707,3
85.86835206,23.80053911,1957,11
85.87335746,23.80275851,1956,11
78.38017007,31.07864614,1667,12
83.59768486,25.5936957,925,11
82.26362121,25.09575328,952,11
82.5458329,22.05270508,1207,11
81.78579585,21.12464164,1647,11
73.00982189,19.0263571,1044,2
74.58392284,33.51897086,1090,11
77.93507686,13.62717944,702,3
77.93083264,13.62774656,700,3
82.54360059,22.04641459,1206,11
76.92713257,10.96971155,172,12
82.54993683,22.04137861,1205,11
77.89356319,13.59128437,701,3
79.67250902,34.67966066,212,5
74.62520985,33.50845328,1089,11
74.21444298,16.73355366,842,3
85.84508635,23.80417801,1960,11
85.85053735,23.80642147,1958,11
85.8368019,23.80686512,1959,11
76.92094792,12.87424508,608,3
76.60719285,8.97434125,134,2
74.55452014,33.53664054,1092,11
86.61908025,20.26867154,945,3
78.15308999,15.68965865,884,6
77.68690672,13.0470038,180,3
79.55923096,29.34427699,54,12
74.57401448,33.52971491,1091,11
82.56512841,22.00237156,1202,11
74.86214839,36.43049373,141,5
72.74550335,36.06870093,1534,17
83.90474287,24.97557381,630,11
76.28309618,10.02299715,100,2
72.91457871,19.18915236,838,3
82.55232049,22.03391808,1203,11
75.97507901,10.76568325,720,2
82.55057414,22.03560955,1204,11
77.29612892,33.34442339,1633,7
74.57995724,16.85755007,1609,6
85.9052939,26.14149393,1527,11
79.66920427,11.5712538,323,3
77.27344213,28.44954966,727,6
78.37953477,17.55771322,481,3
78.38385026,17.52533703,480,3
79.88142627,28.0110418,980,11
88.80962037,27.38320443,1735,23
82.27004242,25.11388527,1038,11
82.27528658,25.10981888,1037,11
82.6769831,18.72784336,103,3
86.6942245,23.50034595,1177,3
83.06514873,24.67265034,923,11
86.69381612,23.49846937,1176,3
75.78164217,13.3312914,1625,3
75.84373974,13.2695438,1624,3
76.37224529,9.794991028,258,2
78.5715875,17.42701352,493,6
74.52604409,33.55849377,1094,11
77.6950467,12.82540894,198,3
77.40557286,23.24904427,169,3
83.73595037,25.04695288,566,11
83.06959163,26.77204224,1435,11
82.14695274,24.7034979,967,11
78.47723413,22.14624944,1195,3
75.45864515,35.43093653,640,5
85.66149138,26.76417017,1507,11
84.02926647,24.94504424,580,11
88.54371823,25.36761908,785,3
75.66882794,34.02218304,1623,17
81.62043759,21.24517985,876,11
79.011338,9.971985413,1351,3
74.01894357,15.28890959,451,2
88.60462426,25.37193316,786,3
79.45517231,18.86062612,723,3
75.07529161,30.59581211,1005,6
84.13633122,18.46641879,1315,3
76.96621465,35.73179448,1437,5
85.49801552,25.01792624,604,11
82.63375868,18.76649666,1604,3
79.76504345,30.68746387,1639,12
86.37076669,23.33226275,984,3
86.37191825,23.33220873,985,3
79.84212721,16.89380783,663,6
80.26879233,13.15574628,1421,3
69.85933725,22.35768674,557,6
86.37130072,23.32349233,986,3
75.49616537,34.09373362,120,14
73.363801,36.24937376,651,7
78.50242205,33.47358909,422,5
78.51916274,33.51690921,423,5
78.64900227,33.4201334,421,5
79.00727856,10.00985545,96,3
75.41091016,33.95254767,1153,14
75.48852143,33.63250037,1986,14
84.53724024,20.72135442,845,3
82.16333472,21.66199851,917,11
82.54320815,26.89935023,1430,11
88.43361249,22.56068032,408,3
82.33022152,21.97887396,1208,11
75.90908354,13.76470757,1975,3
87.98506465,23.21907076,1139,3
86.97421052,25.22594842,806,3
75.95454123,14.42982529,434,6
79.68568567,20.17451664,1398,3
74.40950203,34.46919175,1668,18
84.96551636,25.68493302,1491,11
77.60621507,33.67130134,1868,5
74.378693,34.063548,201,15
76.67155518,8.848303225,1661,2
74.38098643,34.06243714,200,15
76.67158498,8.849278842,1662,2
76.67025316,8.846993882,1659,2
81.96168226,21.19711431,904,11
76.67100081,8.847630143,1660,2
76.66958286,8.84632926,1658,2
81.96389028,21.1987654,903,11
81.96929869,21.20146705,901,11
74.27454963,16.69428515,920,6
81.96533906,21.20380301,902,11
77.58544809,33.61520534,1867,5
88.36892975,23.41803633,1616,3
81.97248526,21.20038474,906,11
81.96682245,21.19150444,905,11
84.80286613,22.24981023,376,3
75.29323985,14.67540613,1730,3
84.80699545,22.25142844,375,3
88.07751257,22.05905401,588,3
77.4942905,12.96467422,194,3
77.13772657,19.71894002,114,3
78.22968062,29.33416027,1297,11
76.47557719,12.85139431,537,3
81.6811134,23.44380286,1618,11
79.71494134,24.82491842,1456,11
77.62003748,12.98367477,19,3
85.57817489,23.72921563,1100,11
79.09719403,10.65678136,1387,3
83.70622365,26.74070414,1567,11
83.70509502,26.7406848,1566,11
85.0583544,25.22805882,618,11
80.16614048,13.79060904,1407,3
80.14605973,13.76095595,1408,3
75.98190506,11.65103994,453,2
78.22344433,12.45519423,186,3
84.53593612,20.71584571,846,3
79.09649635,10.16242296,1282,3
82.52206012,17.34492942,1243,3
85.7030973,26.75761014,1511,11
77.67327648,12.91342047,432,3
73.03763945,19.0220488,928,2
88.30547882,27.94845168,958,7
88.331637,27.94694358,957,7
70.06295327,22.46670831,261,6
76.00121161,10.80042031,1598,2
81.91765403,19.00975892,919,3
86.43828006,23.78897576,1217,11
69.91664435,21.52282075,1072,6
76.33244004,12.23691185,224,3
83.2395422,27.35687687,1377,11
77.61064645,13.08574879,94,3
77.98234256,32.73182026,1638,5
85.33939761,22.10347146,2002,3
75.11789212,34.38762802,511,25
76.5753131,32.28478521,494,11
76.21608738,19.60299702,1310,3
88.35814896,27.95578344,956,7
85.5638066,23.77859304,1101,11
81.36049355,21.23986645,873,11
79.27036495,28.18887847,1285,11
77.31411567,8.468838488,63,3
76.59875417,13.54450478,766,3
77.50397886,34.13590938,394,5
76.98685705,12.64085195,627,3
73.67251175,24.59847805,4,6
80.10134157,17.47570131,1441,3
76.96907722,11.25304333,351,12
72.38004251,23.13259156,1296,6
75.05871239,34.42108932,510,25
80.11997806,13.71680886,1405,3
73.67660976,24.57376289,3,6
83.54913716,21.68325185,1307,11
80.18795439,13.82444866,1409,3
76.14531754,34.00827125,1876,17
76.31067748,34.02412657,1875,7
76.72178376,34.00456955,1874,5
75.48877312,33.80560553,1777,8
73.52220223,18.60588146,290,2
75.21166014,23.0693215,1304,3
74.77140876,33.51084894,1112,11
88.90930774,27.3094817,1050,23
79.42773987,28.33850932,1747,11
80.05521029,12.97867495,742,3
82.65974768,18.7496755,1079,3
76.69881948,12.80166729,729,3
81.34673479,21.24278987,872,11
81.34943897,21.24635963,871,11
76.31130605,12.0818298,614,3
80.02502032,13.02793016,725,3
79.52593999,11.32798928,251,3
76.8137309,31.6268642,835,11
79.10688907,9.888867229,87,3
82.93388385,19.85787521,1319,3
80.76370873,24.26436758,1026,11
79.95949698,18.00395366,1241,3
80.76406416,24.26757104,1025,11
72.96799431,19.19617699,190,3
76.10097801,18.03388891,1295,3
79.57704469,16.82688675,234,6
76.79697649,8.634237157,1587,2
76.80362352,8.6303325,1588,2
76.80112017,8.63436488,1586,2
79.2281069,11.9291088,465,3
79.22273569,11.91841936,466,3
80.10546825,13.1060459,104,3
72.11507436,23.83399756,502,6
80.66573986,25.03693851,1020,11
79.0417102,21.15561043,91,3
81.69895325,24.98001009,1028,11
73.20363098,22.30071646,249,3
92.78427892,24.75388351,1436,11
80.01591883,13.06568313,743,3
86.58195953,25.53928144,1010,11
77.58150576,34.36579252,1826,5
77.89142985,18.58301209,861,3
76.59245487,12.85122932,540,3
78.62702765,17.18997757,283,6
73.00576932,19.01621942,1279,2
73.76490926,16.39119356,1997,2
87.84514316,23.25781088,1141,3
70.40781944,22.6242036,1118,6
78.09585268,17.62157901,1312,3
75.53643622,33.61823086,1771,14
80.18921108,12.94428619,55,3
74.84776906,34.10478587,772,14
75.91012575,22.78373278,552,3
73.80553907,18.66025243,1117,3
79.0376241,11.97591736,1984,3
80.28986922,13.45767493,1402,3
78.36216036,17.41447253,1423,3
87.36158419,23.53444374,666,3
78.09362803,21.88932485,1184,3
76.46585441,26.0309059,458,11
81.7667006,21.15025165,105,11
87.68653387,23.69713542,966,3
83.18900173,27.10984862,1211,11
79.39890092,11.76682995,661,3
88.37338132,23.41420866,417,3
82.60274668,22.33149765,1913,11
82.61771041,22.33682287,1914,11
74.92772416,34.43038403,512,25
76.02290924,12.55020227,631,3
76.06137912,13.05903863,703,3
69.66436267,23.25219749,260,4
78.34619918,17.48747012,333,3
73.86133862,18.45340032,226,3
77.45411913,8.147637224,263,3
78.878593,17.3829458,519,6
83.95173246,21.4819708,577,3
73.7853414,18.53199464,29,3
76.55984722,12.80231034,541,3
76.48142363,12.64505239,418,3
85.59292027,23.1531538,1126,11
78.11429326,33.00583538,378,5
78.74796735,9.344025064,1495,3
76.3719544,32.31218227,497,11
91.28160685,23.84027104,457,3
78.87560851,32.50635128,1903,18
87.87418286,23.24649231,1140,3
77.27570391,34.45357154,1823,5
80.15683408,25.42919798,1017,11
95.88638991,29.01201609,1906,12
95.90409866,29.00445631,1905,12
86.39273948,23.79009527,1110,11
87.60818235,25.52448959,777,11
73.56334898,19.70340655,35,2
73.56334898,19.70340655,34,2
83.05631277,24.833709,995,11
76.20515408,35.1710622,718,5
77.62044981,12.98507829,365,3
85.8969858,26.14711988,1525,11
81.13137002,24.5498118,1001,11
77.58895776,13.04513008,1335,3
77.5847716,13.04852756,1334,3
81.20669167,25.41294651,1572,11
77.00427041,12.62902036,628,3
71.44420816,23.7984876,1252,6
85.66494295,25.0830214,1471,11
76.89043715,35.60314855,495,5
82.94339621,22.05746657,1702,11
71.37349378,23.94525235,1250,6
76.06727691,12.37444902,708,3
88.76074015,27.37513564,933,23
76.55316064,8.939570789,433,2
76.57995692,13.98781913,2014,6
78.31023513,17.54419078,482,3
75.57907178,35.31660624,719,7
82.52061598,21.25012171,915,11
85.36316984,24.00904586,810,11
78.89969146,32.40936072,442,18
87.31245776,23.94987624,975,11
74.9351294,34.41791781,513,25
75.75955988,11.32946707,140,2
87.69485663,25.37494664,749,11
77.6193229,12.98139295,364,3
77.21547825,28.40135966,340,6
79.21067641,10.11278858,89,3
78.9418276,13.66004965,1714,3
75.83800292,14.37754627,225,6
85.07815527,25.58248803,530,11
85.83512671,20.24262772,32,3
80.03176776,24.63710928,1014,11
79.68425844,18.24487807,1240,3
79.6296122,18.22880173,1239,3
72.8890525,21.04426592,1218,3
86.00595702,23.38797796,983,11
73.11522987,18.98272771,1269,2
75.5141723,33.62523312,1784,14
79.10237835,10.08314843,1425,3
76.15776881,12.93639594,574,3
91.60341138,27.83747484,726,12
76.7383615,12.66670167,629,3
76.57750129,34.72645849,1871,5
81.02973403,21.09314967,354,11
88.04466631,22.04667239,586,3
78.3904957,17.42964994,164,3
86.67514309,23.22168321,982,3
76.03346996,33.88848583,1833,17
74.36090634,33.95580305,1085,14
72.75575915,22.65682562,1023,6
78.28718254,17.72618669,1274,3
76.30449735,32.3454178,1807,11
74.31470655,24.90134792,972,6
79.3602621,11.79611902,659,3
72.95739111,19.18980183,377,3
76.24108303,12.41107598,625,3
75.60426579,34.15693034,1792,17
82.98987182,26.54388322,1439,11
87.89505291,23.06408557,1610,3
87.86185791,23.21499481,1138,3
79.06518882,21.96947221,2060,3
76.18529165,33.70220687,1835,17
75.27959808,12.00140172,1607,2
78.37476776,11.97508901,1216,11
79.39899841,24.86935834,107,11
73.80163309,18.65765003,357,3
76.80802414,12.91581603,2017,3
81.41572073,21.35133323,892,11
75.14774242,34.13825328,265,14
80.19715717,13.33705001,2035,3
81.38977225,21.34815047,891,11
76.85341128,12.89600513,2018,3
80.76170312,24.26989971,1027,11
80.21991561,12.89340334,741,3
75.7560175,11.32978625,2,2
75.77559492,11.3557639,1,2
79.04825176,9.964902026,1467,3
76.59079574,13.50816336,2011,3
88.25378322,24.09496538,1538,11
88.26488273,24.11146468,1539,11
77.78309508,12.52799127,13,3
84.65358663,24.98213609,535,11
88.94296158,25.28544949,789,3
88.94178118,25.27907225,790,3
76.55900357,12.60778456,692,3
79.61299922,17.14874063,247,3
80.19337217,25.55013815,1018,11
80.00727873,19.41249091,1520,3
83.21079887,27.12784167,1213,11
87.57932969,25.60948142,764,11
77.6162275,29.3846556,989,11
87.58011557,25.60682729,763,11
88.51281904,22.49751594,841,3
87.58018838,25.60800422,762,11
77.62187698,29.39608622,988,11
81.64947922,23.41272844,1619,11
80.07691478,12.83469229,746,3
76.0810831,12.34619975,621,3
77.26215635,34.45109696,1824,5
80.06402074,12.37728712,483,3
79.8998282,16.01955036,332,3
79.74461345,11.72088144,447,3
82.92597123,20.20787086,1328,3
80.82255336,17.94910173,499,3
76.02733971,11.54218593,509,2
86.42096493,23.79692113,1214,11
78.81791321,9.369817747,953,3
78.60799586,15.23585725,1528,6
83.81716019,27.13119577,1570,11
79.58142824,17.99143766,329,3
73.2444548,22.32882655,522,3
79.91782793,20.42679813,1688,3
83.99467545,21.87135765,1909,11
78.53431548,33.69001091,889,5
79.06163663,10.10612444,1167,3
79.07949072,10.12411801,1168,3
79.06353427,10.0980265,1166,3
77.07870339,32.2923313,825,12
88.2819077,22.59195008,1464,3
76.62224004,9.027884,1573,2
77.09532675,11.00195859,302,12
78.49729829,33.49600687,419,5
79.94481227,20.16453314,1564,3
86.96020427,23.6839074,1768,11
86.95902138,23.68256122,1769,11
72.53758057,23.0962061,1926,6
82.79448814,26.85987385,1447,11
79.07018113,10.11748323,1169,3
82.8009689,26.87219922,1446,11
77.73646618,34.65644971,1814,5
76.1885941,33.69884274,1836,17
78.41260482,17.47938333,170,3
77.73055558,13.21030141,197,3
75.4920637,33.77954716,1292,8
75.77425348,11.35674381,161,2
77.47717652,19.37538072,1373,3
75.46521026,33.79852009,1293,8
74.64260055,34.16374443,1438,8
82.97559995,25.22772083,1542,11
76.50254209,13.44557196,1394,3
76.60598401,13.37384781,1392,3
76.58883395,13.37723251,1393,3
76.00087351,10.80498931,711,2
76.45182959,29.16351004,2056,6
85.53537901,23.78145845,1978,11
76.45090722,29.17041885,2057,6
84.77312743,24.93438304,587,11
80.4457176,20.06238625,1022,3
75.96507106,13.4649493,538,6
81.35662004,21.15118118,869,11
87.10271404,25.38862315,807,11
80.52241816,25.29255461,1451,11
76.1531657,33.62826271,1834,17
79.07739238,10.1016617,1424,3
76.6611692,12.22071907,676,3
86.42092213,23.80133883,1215,11
73.80065773,18.65531583,359,3
77.58658394,13.04701005,84,3
78.62801422,31.87979143,157,18
73.88226315,18.57759926,358,3
82.87125913,19.54753929,1318,3
78.2285691,12.42846429,1916,3
86.98282559,23.67493692,1889,11
80.22951894,17.27560029,1615,3
87.96619647,23.5657568,2000,3
75.98994062,10.8042092,712,2
86.04652647,25.43518448,857,11
79.5538902,12.41295113,1972,3
74.83876905,34.12057275,232,14
80.15358266,12.93306231,147,3
86.9765668,23.67734723,1891,11
86.94991816,23.67719533,1890,11
83.61163834,26.93577185,1556,11
75.86910079,14.00055915,1574,6
76.68620993,12.84596234,636,3
77.37089457,33.28915358,1632,5
75.05188257,15.33219819,550,6
79.00245319,10.02928156,1348,3
69.85492898,21.50670255,1070,6
81.37479676,21.11782887,868,11
78.28129864,32.01768653,524,26
79.80846284,20.62607967,1485,3
83.95955794,26.87797826,1569,11
73.39120284,18.6121222,368,2
76.1371126,12.93720391,572,3
78.21501301,12.41304166,1915,3
76.24613709,10.3773133,1590,2
76.24183315,10.37235707,1589,2
78.83821631,25.94732487,1454,11
73.84189383,18.52922595,223,3
76.34440652,32.33189499,496,11
79.06387475,32.41088849,443,18
82.94896257,20.24306898,1329,3
80.35038845,25.46607219,360,11
81.64059661,21.20774087,880,11
81.38648917,21.25879308,896,11
78.83951373,32.46865415,1920,18
78.95864427,32.43395493,1919,18
77.48682763,10.23375731,178,12
79.06081872,32.41301814,444,18
74.52659449,15.86800151,356,3
80.14449682,13.57076931,1399,3
82.99902485,20.26813767,1330,3
80.12415878,13.60034517,1400,3
82.99844751,20.26678883,1331,3
78.49725967,33.45401264,244,5
78.48705833,33.4293672,243,5
81.35144574,16.88350021,1186,3
71.14482859,22.64554628,1120,6
81.37044875,16.88282557,1185,3
87.91026867,23.0668474,1611,3
75.85267334,34.04772807,1797,17
78.30381212,17.4508453,1390,3
76.1578423,33.39992443,1671,8
75.47826933,33.45525911,1669,14
75.40585334,33.42944515,1670,14
78.28236744,33.89743085,2008,5
80.71302791,30.26406212,965,12
97.14945121,28.22033114,1918,12
76.96039785,13.066371,691,3
83.38192612,18.12253381,1479,3
76.4688335,29.31312513,2058,6
