MEAN_X,MEAN_Y,ID,Climate _Zone,Lake_Class,Average Increase in temperature,P value
82.63709341,25.63015756,556,11,2,-0.038058857,0.753822873
87.89038148,25.93884257,1041,11,2,-0.036146412,0.693533104
87.89164061,25.9367826,1040,11,2,-0.05059275,0.624230889
76.37822756,9.489441863,350,2,2,-0.317724466,0.069399301
73.96329308,24.26436952,27,6,2,-0.046594029,0.241412214
81.35405036,21.29569929,893,11,2,-0.038324267,0.616258292
81.35957614,21.28673264,894,11,2,-0.177688574,0.239372594
81.38611363,21.27739633,895,11,2,0.025765632,0.79004907
85.46884227,23.79684604,1103,11,2,-0.189070638,0.247734756
80.21122124,12.98798472,144,3,2,-0.044220191,0.516003612
85.47464943,23.75243707,1104,11,2,-0.110043746,0.063069326
80.144146,12.82444652,744,3,2,0.166030804,0.351766186
69.09954206,22.45306268,1210,4,2,-0.190986561,0.161997407
78.33795199,34.00038844,412,5,2,-0.132126234,0.520680825
79.07297843,9.917696734,1365,3,2,-0.199549234,0.158397538
79.07435362,9.925392072,1364,3,2,-0.16749341,0.12198072
79.07791065,9.932243715,1363,3,2,-0.153553688,0.307940231
81.65380192,21.24728606,439,11,2,-0.073411887,0.333326795
80.09752078,13.01346923,400,3,2,-0.03351057,0.692675355
70.74701147,22.88090371,1096,6,2,0.117808546,0.275392459
76.64158851,18.18766296,231,3,2,-0.141563394,0.307321344
74.7403394,33.51980689,1682,11,3,-0.309993418,0.130145164
86.28824814,24.18758621,622,11,2,-0.022482559,0.88427814
76.58031359,12.1725437,1937,3,2,-0.103108177,0.379410781
84.56443207,24.64625048,561,11,2,0.025797913,0.799449778
74.93340117,30.23533295,272,4,2,-0.171017951,0.10610621
79.2006625,10.02462854,62,3,2,-0.104168336,0.612050558
79.25207094,11.94325995,471,3,2,-0.124222713,0.237428073
75.9210169,14.60506668,1955,6,3,-0.112803712,0.287888284
76.40304778,12.19976406,1936,3,2,-0.155468887,0.123767974
87.59874149,25.55342488,753,11,2,-0.055949633,0.467232206
80.56848094,17.0555313,284,3,2,-0.193092155,0.200945285
78.25420691,31.26081134,2031,12,2,-0.022189588,0.936549609
74.93129583,30.24040307,271,4,2,-0.099608321,0.326411265
86.57955269,25.53389577,1009,11,2,-0.00086635,0.995532254
85.65640333,26.80787115,1506,11,2,-0.16162399,0.358585848
81.65859145,21.23850965,438,11,2,-0.009955564,0.886831733
77.31408671,33.34710211,1626,7,2,-0.017520086,0.956177195
77.78262571,18.56390901,277,3,2,-0.017339739,0.833845785
74.93020438,30.24589405,273,4,1,-0.086726813,0.378359207
77.38283833,16.55875511,12,6,3,-0.024777768,0.709614417
72.9130609,20.1739031,507,3,2,-0.13944535,0.158842121
78.3333517,17.44856083,536,3,2,-0.309737529,0.044742512
75.18998814,12.04671116,851,2,2,-0.093200171,0.411960243
78.70133338,32.70515588,386,5,2,0.229133514,0.487678457
78.76136127,32.74475797,385,5,2,-0.542606013,0.119885163
79.05651523,9.914506452,1366,3,2,-0.056447426,0.725446463
76.60930518,13.1581945,1298,3,2,-0.008476758,0.938324707
76.34627885,32.34513018,1541,11,3,-0.061593913,0.712994604
86.21478338,23.7773915,1949,11,2,-0.027158169,0.731081202
76.8135267,34.58708359,1872,5,2,-0.166152964,0.635505811
77.17583615,35.26547801,650,5,2,0.304894274,0.235056136
72.72106777,23.45395302,1385,6,2,-0.084505229,0.208800307
79.28701897,11.88284937,474,3,2,0.093296098,0.697591731
78.72622728,32.73568508,388,5,2,-0.302186337,0.191330786
78.69810114,32.70453869,387,5,2,0.547071953,0.201254664
78.75733024,9.27522562,950,3,3,0.133797871,0.376791069
77.67001046,25.41842148,363,11,2,-0.009447639,0.87367433
82.94024184,24.7170123,996,11,2,-0.203046716,0.334478713
79.61191611,17.99357732,1459,3,2,-0.261727879,0.001272345
74.26508487,16.67938618,279,6,2,-0.074551692,0.298831765
75.94927675,10.75827152,57,2,2,0.062678737,0.344705277
74.3946356,34.48461561,1074,18,1,0.021471242,0.902118209
80.37457006,25.35810961,1644,11,2,-0.14406816,0.26487985
73.01150958,19.00657981,117,2,3,-0.040083696,0.517959525
77.63115537,12.83246145,834,3,2,0.203315153,0.139877735
74.62038119,33.48333582,1552,11,3,-0.186776987,0.301144126
75.25985775,33.1244896,1248,11,2,-0.091549719,0.609547921
82.93192049,20.79559837,1663,3,2,-0.13557492,0.165710253
86.35665724,26.14438503,1494,11,2,0.032977237,0.841103312
82.51290937,22.08385373,1197,11,2,-0.038838509,0.675966265
73.39014567,21.11473853,61,3,2,0.11581755,0.12263592
79.00855784,10.13515096,1181,3,3,-0.175509148,0.357996413
79.01290244,10.13858573,1180,3,2,-0.467867093,0.006850341
82.51413841,22.08442108,1198,11,2,-0.046615202,0.666868254
77.69209845,13.32071228,355,3,3,0.078722386,0.687803172
96.8987496,28.20310971,562,12,2,-0.011975876,0.922011308
82.42356572,26.75127971,1442,11,2,0.0757636,0.354500892
74.80324824,34.12237512,233,14,1,-0.108261552,0.587661303
74.60800442,33.48662237,1551,11,3,-0.046721564,0.760066231
74.56387294,33.49614998,1550,11,3,-0.087272084,0.626565563
79.00184417,10.13904257,1182,3,2,-0.266690424,0.07979714
78.54642217,17.46070699,102,6,2,0.025761732,0.819538785
74.54450304,33.49152412,1549,11,3,-0.149329218,0.302802472
74.60120198,33.46827939,1548,11,3,-0.367157045,0.113307062
76.38340233,9.985603692,209,2,2,-0.140818279,0.286920505
77.42194745,31.91754294,1861,15,2,-0.566680757,0.07918648
77.47615494,31.84306719,1860,15,2,0.104895544,0.740036742
78.69165303,17.30636357,1522,6,2,-0.086621799,0.427236108
72.78055876,21.16431498,450,3,2,-0.000830211,0.99293974
77.52558077,31.91467106,1859,15,2,-0.416049429,0.284091405
78.79397796,33.73150977,1706,5,2,-0.391161287,0.000654932
77.59409572,13.11415371,1516,3,2,0.028394685,0.782683899
76.56010241,8.934325684,598,2,2,0.022142299,0.833694899
76.56269662,8.93427298,599,2,2,0.047579955,0.634610112
76.62848124,9.038336734,175,2,1,-0.047025499,0.70645983
80.15993392,12.61434364,658,3,2,0.070393723,0.595607445
79.07877242,9.959864477,1469,3,2,-0.064912015,0.61596692
78.48089647,32.37644043,1901,26,2,1.307383548,0.041481515
78.32106829,32.56223081,1902,26,2,0.521156102,0.179717506
76.24059086,10.37329416,2033,2,2,0.135146876,0.223795808
78.41288181,33.12558716,383,5,2,0.071550488,0.783523672
79.0118505,24.56446063,1016,11,2,-0.045434029,0.466823394
80.53897517,24.57562727,1450,11,2,-0.042780652,0.713899868
73.86287648,18.44432112,17,3,2,-0.184751322,6.53E-06
78.11474662,24.69765804,570,11,2,-0.1895211,0.131155789
80.17553796,12.67463721,1099,3,2,-0.103768066,0.270211305
78.52965015,15.44040342,1600,6,2,-0.032755929,0.588094766
78.52427574,15.44899492,1601,6,2,-0.01699127,0.800371788
70.46609395,22.80336263,1114,6,2,-0.005865626,0.920117266
85.76888703,22.65176674,115,3,2,0.006356675,0.93682377
80.16718766,12.93874891,167,3,2,-0.063824165,0.467216222
93.71209602,28.58409696,730,12,2,-0.149602876,0.489567538
76.08334345,13.01538041,500,3,2,-0.080486059,0.279626082
77.12733694,32.47616163,2020,9,1,0.346087086,0.323659407
85.21550111,25.58787807,740,11,2,0.120464605,0.331464987
73.66710497,18.72571281,1970,3,2,0.042034382,0.648057643
78.93481616,10.1899119,1432,3,3,-0.369606068,0.026693628
78.93110946,10.19404492,1431,3,3,-0.182105188,0.282946041
76.4880878,32.26872029,1805,11,3,-0.172286525,0.577121608
78.45810075,31.08124864,1368,12,2,0.161044251,0.673232404
76.53605407,32.23526785,1806,11,3,0.276711087,0.162531506
88.43634,22.92710205,1493,3,2,-0.195470265,0.113847515
80.32315506,13.22333822,183,3,2,0.129170589,0.071176906
78.93982899,10.19085515,1433,3,2,-0.393400357,0.041583595
77.06898644,12.60921881,1749,3,2,-0.081321995,0.500756384
86.59026418,25.551177,814,11,2,-0.057982855,0.567408206
79.03694883,9.96281344,1355,3,2,-0.274089968,0.105309984
76.89023959,12.74979929,2019,3,2,0.034740987,0.591075318
71.50881621,23.64387801,1237,6,2,-0.124689233,0.558958678
80.92957126,24.55120029,1007,11,2,-0.023394014,0.809153582
74.20927214,21.84278385,1584,3,3,0.047358581,0.61972306
77.74342292,12.96447766,210,3,2,-0.047500634,0.677432243
76.54018386,32.84413331,1801,12,2,-0.168310989,0.582266275
81.75033657,21.16068951,881,11,2,-0.139971941,0.125138124
81.97587716,21.1896824,907,11,2,-0.064826717,0.642177259
79.61852263,30.69886175,427,12,2,-0.159537668,0.54532498
87.08218406,23.2310607,1175,3,2,-0.058095673,0.717298062
72.26159305,22.49731685,862,6,2,-0.035303269,0.755017079
88.5320991,25.40551858,782,3,2,0.151780389,0.040243521
76.69834919,12.89408748,634,3,2,0.246561802,0.123141965
87.07010136,23.23623257,1174,3,2,-0.210973792,0.132173799
77.99207881,34.46894776,1819,5,2,0.210606802,0.465354882
79.53899941,19.06427211,1508,3,3,-0.315223859,0.000206836
83.60666748,26.97130461,1565,11,2,-0.102977391,0.345343279
76.25308387,12.354945,1755,3,2,0.093723103,0.299490867
76.31617208,12.44048916,1754,3,2,-0.142672241,0.349478179
75.27565273,34.23323385,1054,25,2,0.110085597,0.055203583
75.20479964,34.20221999,1052,14,2,-0.36374177,0.087519968
75.32052601,34.19252155,1053,14,2,-0.188009313,0.339270622
79.9932855,13.02407732,745,3,2,0.020884695,0.821841303
76.25675969,12.65223543,553,6,2,-0.161833501,0.140239238
88.78298691,22.66163019,1910,3,2,-0.125808185,0.10582705
83.43126965,18.79244031,1710,3,2,-0.064075884,0.49274189
74.38598768,34.04760046,199,15,2,-0.51883796,0.055711318
78.41129103,17.30419596,504,6,2,-0.153464035,0.053281872
82.85895156,20.224277,1708,3,2,-0.011724025,0.889106679
78.02560696,15.83394458,1531,6,2,-0.00254354,0.979587518
87.73821584,25.44334638,778,11,2,0.035753557,0.734824857
71.9529309,22.44729344,1087,6,3,0.248598233,0.205342471
87.85814594,23.24440044,1137,3,2,-0.052550151,0.710774033
87.8630772,23.24461674,1136,3,2,-0.048025127,0.658519405
71.72369474,23.72700797,469,6,3,-0.404537585,0.009198062
77.41306748,32.72226698,1684,7,2,-0.299291144,0.543837715
88.13662723,25.00878622,816,3,2,0.091262492,0.452123188
82.62282688,26.68116583,1434,11,2,0.104015534,0.354853015
81.37906703,24.84425628,1004,11,2,-0.160206833,0.017273724
81.81194765,21.20407829,1648,11,2,-0.180390992,0.044599788
73.02002868,19.00518648,1273,2,3,0.075824243,0.442918358
74.52264862,33.54023216,1093,11,3,-0.201606656,0.195237466
86.35870729,23.3389317,294,3,2,-0.05268806,0.497803206
76.55436137,12.51093881,724,3,2,-0.136511534,0.33333094
76.49132288,12.63792427,1707,3,2,-0.076321317,0.243597427
85.86835206,23.80053911,1957,11,2,-0.271313134,0.006798787
85.87335746,23.80275851,1956,11,2,-0.016760094,0.893311994
78.38017007,31.07864614,1667,12,3,-0.020311434,0.940510143
83.59768486,25.5936957,925,11,2,-0.034973972,0.819455673
82.26362121,25.09575328,952,11,2,-0.167770954,0.266399584
82.5458329,22.05270508,1207,11,2,-0.191542447,0.179522768
81.78579585,21.12464164,1647,11,3,-0.169038133,0.512846116
73.00982189,19.0263571,1044,2,2,-0.022574648,0.486999519
74.58392284,33.51897086,1090,11,3,-0.211743842,0.20042145
77.93507686,13.62717944,702,3,2,0.058719909,0.720299948
77.93083264,13.62774656,700,3,3,0.211117747,0.072506876
82.54360059,22.04641459,1206,11,2,-0.131697425,0.179638252
76.92713257,10.96971155,172,12,2,0.133859651,0.286815438
82.54993683,22.04137861,1205,11,2,-0.125736655,0.276248219
77.89356319,13.59128437,701,3,3,0.101186578,0.419337451
79.67250902,34.67966066,212,5,1,-0.180862926,0.268398226
74.62520985,33.50845328,1089,11,3,-0.142259813,0.32900899
74.21444298,16.73355366,842,3,2,0.014363156,0.663380365
85.84508635,23.80417801,1960,11,2,-0.009722886,0.917580756
85.85053735,23.80642147,1958,11,2,-0.095219502,0.369841016
85.8368019,23.80686512,1959,11,2,-0.030047718,0.77260139
76.92094792,12.87424508,608,3,2,0.220534839,0.128084395
76.60719285,8.97434125,134,2,2,-0.073849508,0.398187385
74.55452014,33.53664054,1092,11,3,-0.188136532,0.334421271
86.61908025,20.26867154,945,3,2,-0.048653474,0.413676909
78.15308999,15.68965865,884,6,3,0.001931173,0.98691334
77.68690672,13.0470038,180,3,2,0.349739836,0.006698324
79.55923096,29.34427699,54,12,2,-0.00102944,0.985628195
74.57401448,33.52971491,1091,11,3,-0.14072904,0.64790063
82.56512841,22.00237156,1202,11,2,-0.116028107,0.26624264
74.86214839,36.43049373,141,5,1,-0.006491302,0.97200709
72.74550335,36.06870093,1534,17,2,0.041541323,0.817536552
83.90474287,24.97557381,630,11,2,-0.045921847,0.687458049
76.28309618,10.02299715,100,2,2,0.016229062,0.893981094
72.91457871,19.18915236,838,3,2,0.017752893,0.779004089
82.55232049,22.03391808,1203,11,2,-0.16934723,0.432795124
75.97507901,10.76568325,720,2,2,0.179131524,0.220624321
82.55057414,22.03560955,1204,11,2,-0.189472594,0.115678375
77.29612892,33.34442339,1633,7,2,0.191527789,0.201603297
74.57995724,16.85755007,1609,6,2,-0.008688842,0.881886642
85.9052939,26.14149393,1527,11,1,0.166072171,0.020221833
79.66920427,11.5712538,323,3,1,-0.062341057,0.403700752
77.27344213,28.44954966,727,6,2,0.216719221,0.164012116
78.37953477,17.55771322,481,3,2,-0.022459622,0.856615932
78.38385026,17.52533703,480,3,2,-0.43582259,0.00382384
79.88142627,28.0110418,980,11,2,-0.075096314,0.651861317
88.80962037,27.38320443,1735,23,2,-0.245281786,0.215744126
82.27004242,25.11388527,1038,11,2,-0.199407924,0.44562987
82.27528658,25.10981888,1037,11,2,-0.104879523,0.285691782
82.6769831,18.72784336,103,3,2,-0.109817882,0.020107029
86.6942245,23.50034595,1177,3,2,-0.133328479,0.203142328
83.06514873,24.67265034,923,11,2,-0.129684973,0.336886895
86.69381612,23.49846937,1176,3,2,-0.024149298,0.777193739
75.78164217,13.3312914,1625,3,2,-0.164197819,0.076183824
75.84373974,13.2695438,1624,3,2,-0.177219522,0.05597058
76.37224529,9.794991028,258,2,2,-0.23541924,0.171166669
78.5715875,17.42701352,493,6,2,0.065523953,0.491540098
74.52604409,33.55849377,1094,11,3,-0.08197441,0.642682956
77.6950467,12.82540894,198,3,1,0.117051661,0.263525847
77.40557286,23.24904427,169,3,1,0.029853249,0.383938387
83.73595037,25.04695288,566,11,2,0.038845027,0.778045497
83.06959163,26.77204224,1435,11,2,0.008983615,0.945216645
82.14695274,24.7034979,967,11,2,-0.096447985,0.510051239
78.47723413,22.14624944,1195,3,2,0.085732827,0.392451425
75.45864515,35.43093653,640,5,2,-0.763594678,0.180938603
85.66149138,26.76417017,1507,11,2,-0.088922658,0.433686842
84.02926647,24.94504424,580,11,2,-0.090230275,0.214356437
88.54371823,25.36761908,785,3,2,0.053217679,0.656675669
75.66882794,34.02218304,1623,17,2,0.338616233,0.260118307
81.62043759,21.24517985,876,11,2,-0.087911289,0.320795193
79.011338,9.971985413,1351,3,2,0.011689673,0.939040084
74.01894357,15.28890959,451,2,2,-0.15650897,0.05863683
88.60462426,25.37193316,786,3,2,0.089982081,0.314191871
79.45517231,18.86062612,723,3,2,-0.038494642,0.73033254
75.07529161,30.59581211,1005,6,2,0.014181864,0.944500399
84.13633122,18.46641879,1315,3,2,-0.076622468,0.435312164
76.96621465,35.73179448,1437,5,2,-0.041372684,0.852451145
85.49801552,25.01792624,604,11,2,0.018891118,0.74635445
82.63375868,18.76649666,1604,3,2,-0.137754538,0.033569636
79.76504345,30.68746387,1639,12,2,-0.308186488,0.073622902
86.37076669,23.33226275,984,3,2,-0.128058561,0.29414901
86.37191825,23.33220873,985,3,2,-0.084492363,0.483536511
79.84212721,16.89380783,663,6,2,-0.051698443,0.751276761
80.26879233,13.15574628,1421,3,2,-0.021264194,0.738961144
69.85933725,22.35768674,557,6,2,0.014666088,0.853166666
86.37130072,23.32349233,986,3,2,-0.059225744,0.584338592
75.49616537,34.09373362,120,14,2,-0.20739455,0.13084103
73.363801,36.24937376,651,7,1,-0.119397843,0.360960473
78.50242205,33.47358909,422,5,2,-0.190187861,0.606102861
78.51916274,33.51690921,423,5,2,0.050335907,0.917396495
78.64900227,33.4201334,421,5,2,0.212641149,0.678865492
79.00727856,10.00985545,96,3,2,-0.127401243,0.277010849
75.41091016,33.95254767,1153,14,2,-0.467821151,0.101875387
75.48852143,33.63250037,1986,14,2,-0.176421633,0.405744985
84.53724024,20.72135442,845,3,2,-0.090785489,0.25833852
82.16333472,21.66199851,917,11,2,-0.0327524,0.765474526
82.54320815,26.89935023,1430,11,2,-0.125472844,0.428681078
88.43361249,22.56068032,408,3,2,-0.056666892,0.459299464
82.33022152,21.97887396,1208,11,2,-0.067376235,0.615225751
75.90908354,13.76470757,1975,3,2,-0.208750962,0.014238543
