MEAN_X,MEAN_Y,ID,Climate _Zone,Lake_Class,Average Increase in temperature,P value
87.98506465,23.21907076,1139,3,2,-0.035370618,0.634129968
86.97421052,25.22594842,806,3,2,0.466496179,0.007958282
75.95454123,14.42982529,434,6,2,-0.19292387,0.051914973
79.68568567,20.17451664,1398,3,2,-0.105514122,0.197885705
74.40950203,34.46919175,1668,18,2,0.032943325,0.869465832
84.96551636,25.68493302,1491,11,2,0.161561735,0.148069642
77.60621507,33.67130134,1868,5,2,-0.118917956,0.764783042
74.378693,34.063548,201,15,2,-0.029963746,0.919477662
76.67155518,8.848303225,1661,2,2,0.023052199,0.859494232
74.38098643,34.06243714,200,15,2,0.132857651,0.6903181
76.67158498,8.849278842,1662,2,2,-0.264937962,0.14521874
76.67025316,8.846993882,1659,2,2,-0.141852165,0.311201212
81.96168226,21.19711431,904,11,2,-0.014380537,0.8704624
76.67100081,8.847630143,1660,2,2,-0.073493182,0.511742572
76.66958286,8.84632926,1658,2,2,-0.20733341,0.22669054
81.96389028,21.1987654,903,11,2,-0.071041233,0.636396933
81.96929869,21.20146705,901,11,2,-0.122938106,0.171274663
74.27454963,16.69428515,920,6,2,0.768260526,0.002603824
81.96533906,21.20380301,902,11,2,-0.26730914,0.040224807
77.58544809,33.61520534,1867,5,2,-0.058591296,0.912999151
88.36892975,23.41803633,1616,3,2,0.035946909,0.783055902
81.97248526,21.20038474,906,11,2,0.021677817,0.848047818
81.96682245,21.19150444,905,11,2,-0.118682786,0.349146253
84.80286613,22.24981023,376,3,2,-0.116193624,0.167079469
75.29323985,14.67540613,1730,3,2,-0.312895847,0.047852095
84.80699545,22.25142844,375,3,2,0.03782769,0.59402558
88.07751257,22.05905401,588,3,2,-0.083074652,0.270084734
77.4942905,12.96467422,194,3,2,0.102475724,0.238355185
77.13772657,19.71894002,114,3,2,0.115463878,0.325898542
78.22968062,29.33416027,1297,11,2,-0.022043932,0.726692925
76.47557719,12.85139431,537,3,2,-0.114189724,0.294269445
81.6811134,23.44380286,1618,11,2,-0.069006124,0.461048116
79.71494134,24.82491842,1456,11,2,0.043839077,0.720032899
77.62003748,12.98367477,19,3,1,0.119491581,0.213588199
85.57817489,23.72921563,1100,11,2,0.070102341,0.462829337
79.09719403,10.65678136,1387,3,2,-0.169368685,0.263615206
83.70622365,26.74070414,1567,11,2,-0.100717508,0.478658637
83.70509502,26.7406848,1566,11,2,-0.134667437,0.345151827
85.0583544,25.22805882,618,11,2,-0.068326837,0.61585687
80.16614048,13.79060904,1407,3,2,-0.496917888,0.024156491
80.14605973,13.76095595,1408,3,3,-0.113618615,0.697941192
75.98190506,11.65103994,453,2,2,-0.237340461,0.006604925
78.22344433,12.45519423,186,3,2,0.049255654,0.697673401
84.53593612,20.71584571,846,3,2,-0.101925174,0.218737399
79.09649635,10.16242296,1282,3,2,-0.402260652,0.034541082
82.52206012,17.34492942,1243,3,2,-0.037210882,0.68193865
85.7030973,26.75761014,1511,11,2,-0.057745172,0.520593602
77.67327648,12.91342047,432,3,2,0.11493353,0.424239683
73.03763945,19.0220488,928,2,2,-0.117116198,0.177803921
88.30547882,27.94845168,958,7,2,-0.224911344,0.371027641
88.331637,27.94694358,957,7,2,-0.366368544,0.123528901
70.06295327,22.46670831,261,6,2,0.070027614,0.573091065
76.00121161,10.80042031,1598,2,2,-0.083236267,0.239487809
81.91765403,19.00975892,919,3,3,-0.172093853,0.169315661
86.43828006,23.78897576,1217,11,2,-0.011419194,0.91043621
69.91664435,21.52282075,1072,6,2,-0.129740258,0.117733603
76.33244004,12.23691185,224,3,2,-0.017424212,0.78224991
83.2395422,27.35687687,1377,11,2,-0.137463885,0.420043059
77.61064645,13.08574879,94,3,2,0.054498982,0.483537819
77.98234256,32.73182026,1638,5,2,-0.104438715,0.623744586
85.33939761,22.10347146,2002,3,3,0.077906442,0.312980052
75.11789212,34.38762802,511,25,2,-0.434743832,0.191543225
76.5753131,32.28478521,494,11,2,-0.240012114,0.234100373
76.21608738,19.60299702,1310,3,2,0.245892069,0.139563367
88.35814896,27.95578344,956,7,2,-0.262790772,0.305060566
85.5638066,23.77859304,1101,11,2,-0.067148047,0.568166519
81.36049355,21.23986645,873,11,2,-0.203797031,0.099287531
79.27036495,28.18887847,1285,11,2,-0.121275512,0.355021019
77.31411567,8.468838488,63,3,2,0.197896262,0.106120048
76.59875417,13.54450478,766,3,2,-0.060831158,0.447260796
77.50397886,34.13590938,394,5,2,-0.30791959,0.117897046
76.98685705,12.64085195,627,3,2,0.037727469,0.650938301
73.67251175,24.59847805,4,6,2,-0.128900315,0.020731222
80.10134157,17.47570131,1441,3,2,-0.152829424,0.350530064
76.96907722,11.25304333,351,12,2,0.094405578,0.37293614
72.38004251,23.13259156,1296,6,2,0.017427617,0.850614438
75.05871239,34.42108932,510,25,2,0.125704356,0.814484702
80.11997806,13.71680886,1405,3,2,-0.211458837,0.137024748
73.67660976,24.57376289,3,6,2,-0.115035685,0.069291359
83.54913716,21.68325185,1307,11,2,-0.398227597,0.000117966
80.18795439,13.82444866,1409,3,2,-0.02693774,0.820329147
76.14531754,34.00827125,1876,17,2,0.328551056,0.4460949
76.31067748,34.02412657,1875,7,2,0.214573893,0.657051289
76.72178376,34.00456955,1874,5,2,-0.755018575,0.028760508
75.48877312,33.80560553,1777,8,2,-0.463801317,0.021928149
73.52220223,18.60588146,290,2,2,0.095322242,0.119410343
75.21166014,23.0693215,1304,3,2,-0.118961636,0.33884043
74.77140876,33.51084894,1112,11,3,-0.25378235,0.082246229
88.90930774,27.3094817,1050,23,2,0.078656328,0.649727938
79.42773987,28.33850932,1747,11,2,0.033781386,0.671949928
80.05521029,12.97867495,742,3,2,0.079543954,0.550018688
82.65974768,18.7496755,1079,3,2,-0.122122381,0.066470014
76.69881948,12.80166729,729,3,2,0.051109737,0.557608337
81.34673479,21.24278987,872,11,2,-0.042419803,0.682632518
81.34943897,21.24635963,871,11,2,-0.118190828,0.282704936
76.31130605,12.0818298,614,3,2,-0.080125705,0.315214868
80.02502032,13.02793016,725,3,2,-0.018939456,0.874184564
79.52593999,11.32798928,251,3,1,0.013608575,0.917201423
76.8137309,31.6268642,835,11,1,-0.280820271,0.226759396
79.10688907,9.888867229,87,3,2,0.021887325,0.8798814
82.93388385,19.85787521,1319,3,2,-0.149287908,0.076370025
80.76370873,24.26436758,1026,11,2,-0.114506098,0.322069593
79.95949698,18.00395366,1241,3,3,0.020225662,0.900569124
80.76406416,24.26757104,1025,11,2,0.045094589,0.831799481
72.96799431,19.19617699,190,3,2,-0.043407667,0.588711704
76.10097801,18.03388891,1295,3,2,-0.121002007,0.325117296
79.57704469,16.82688675,234,6,2,-0.135416019,0.122635709
76.79697649,8.634237157,1587,2,2,-0.079962985,0.572305384
76.80362352,8.6303325,1588,2,2,-0.212376656,0.105790804
76.80112017,8.63436488,1586,2,2,-0.04029221,0.73650655
79.2281069,11.9291088,465,3,2,-0.152473193,0.380976346
79.22273569,11.91841936,466,3,2,-0.185168898,0.233658836
80.10546825,13.1060459,104,3,2,-0.034774377,0.577332561
72.11507436,23.83399756,502,6,2,-0.091189639,0.390487895
80.66573986,25.03693851,1020,11,3,0.058954229,0.735092456
79.0417102,21.15561043,91,3,2,0.05517302,0.40284671
81.69895325,24.98001009,1028,11,3,-0.186396866,0.046286105
73.20363098,22.30071646,249,3,2,0.054724599,0.421818229
92.78427892,24.75388351,1436,11,2,-0.107688363,0.252644018
80.01591883,13.06568313,743,3,2,0.060900363,0.706161992
86.58195953,25.53928144,1010,11,2,0.045047303,0.680780036
77.58150576,34.36579252,1826,5,2,0.201553635,0.509313997
77.89142985,18.58301209,861,3,2,-0.139772247,0.09144682
76.59245487,12.85122932,540,3,2,-0.006962547,0.959957188
78.62702765,17.18997757,283,6,2,0.282694548,0.124375772
73.00576932,19.01621942,1279,2,3,-0.155249173,0.074031464
73.76490926,16.39119356,1997,2,2,-0.08926683,0.2668177
87.84514316,23.25781088,1141,3,2,-0.033357656,0.778043792
70.40781944,22.6242036,1118,6,3,0.008404432,0.960824084
78.09585268,17.62157901,1312,3,2,-0.202193256,0.073222186
75.53643622,33.61823086,1771,14,2,-0.200140269,0.289494188
80.18921108,12.94428619,55,3,2,-0.106001708,0.39789351
74.84776906,34.10478587,772,14,1,-0.107019996,0.588032147
75.91012575,22.78373278,552,3,2,-0.244234548,0.079398671
73.80553907,18.66025243,1117,3,2,-0.093332608,0.28596325
79.0376241,11.97591736,1984,3,2,-0.294883741,0.125561927
80.28986922,13.45767493,1402,3,2,-0.06920972,0.34389136
78.36216036,17.41447253,1423,3,2,-0.019525439,0.876723907
87.36158419,23.53444374,666,3,2,-0.06356791,0.62791922
78.09362803,21.88932485,1184,3,2,-0.136537812,0.46977506
76.46585441,26.0309059,458,11,2,0.101508987,0.220178772
81.7667006,21.15025165,105,11,2,-0.139019525,0.147557036
87.68653387,23.69713542,966,3,2,-0.012313837,0.910362674
83.18900173,27.10984862,1211,11,2,-0.040910025,0.686466751
79.39890092,11.76682995,661,3,2,-0.026178534,0.796886542
88.37338132,23.41420866,417,3,2,-0.196557021,0.0959554
82.60274668,22.33149765,1913,11,2,-0.045741035,0.677531562
82.61771041,22.33682287,1914,11,2,-0.263306434,0.077293247
74.92772416,34.43038403,512,25,2,0.079149657,0.75303876
76.02290924,12.55020227,631,3,2,-0.122086716,0.154331139
76.06137912,13.05903863,703,3,2,-0.107226224,0.351371097
69.66436267,23.25219749,260,4,3,-0.002079496,0.962443919
78.34619918,17.48747012,333,3,2,-0.077342295,0.509177948
73.86133862,18.45340032,226,3,2,-0.160707764,0.005842913
77.45411913,8.147637224,263,3,2,-0.026477973,0.769000452
78.878593,17.3829458,519,6,2,-0.115400996,0.259370102
83.95173246,21.4819708,577,3,2,-0.102219811,0.197652166
73.7853414,18.53199464,29,3,2,-0.230796969,0.076960134
76.55984722,12.80231034,541,3,2,0.029970441,0.692592051
76.48142363,12.64505239,418,3,2,-0.15502921,0.092992125
85.59292027,23.1531538,1126,11,2,-0.007257489,0.929363507
78.11429326,33.00583538,378,5,2,0.034831124,0.881008259
78.74796735,9.344025064,1495,3,3,-0.046550449,0.815586151
76.3719544,32.31218227,497,11,3,0.047620774,0.809604794
91.28160685,23.84027104,457,3,2,0.071309984,0.272570546
78.87560851,32.50635128,1903,18,2,-0.062826822,0.78367616
87.87418286,23.24649231,1140,3,2,-0.126616792,0.229484966
77.27570391,34.45357154,1823,5,2,0.013271929,0.964741879
80.15683408,25.42919798,1017,11,2,0.085208167,0.786907051
95.88638991,29.01201609,1906,12,3,-0.636502597,0.055234118
95.90409866,29.00445631,1905,12,2,-0.029849319,0.83453341
86.39273948,23.79009527,1110,11,2,-0.086957638,0.384973267
87.60818235,25.52448959,777,11,2,-0.075719266,0.503846235
73.56334898,19.70340655,35,2,3,-0.045578648,0.645410597
73.56334898,19.70340655,34,2,3,-0.045578648,0.645410597
83.05631277,24.833709,995,11,2,-0.186699481,0.264482405
76.20515408,35.1710622,718,5,2,-0.325603288,0.152041621
77.62044981,12.98507829,365,3,1,0.199623568,0.099630341
85.8969858,26.14711988,1525,11,2,0.137943846,0.170073471
81.13137002,24.5498118,1001,11,2,0.155422305,0.315270206
77.58895776,13.04513008,1335,3,2,0.103901052,0.169151179
77.5847716,13.04852756,1334,3,2,0.021554846,0.826342281
81.20669167,25.41294651,1572,11,2,0.079366209,0.357197628
77.00427041,12.62902036,628,3,2,0.104819296,0.473645423
71.44420816,23.7984876,1252,6,2,-0.172880209,0.049759109
85.66494295,25.0830214,1471,11,2,0.003662861,0.969316229
76.89043715,35.60314855,495,5,2,0.083321417,0.728102964
82.94339621,22.05746657,1702,11,2,-0.189205276,0.086230064
71.37349378,23.94525235,1250,6,2,-0.392684243,0.001393471
76.06727691,12.37444902,708,3,2,-0.388884419,0.009039374
88.76074015,27.37513564,933,23,2,-0.096650126,0.588804076
76.55316064,8.939570789,433,2,2,0.015194898,0.87803211
76.57995692,13.98781913,2014,6,3,-0.200078597,0.135505238
78.31023513,17.54419078,482,3,3,-0.142314786,0.38366538
75.57907178,35.31660624,719,7,2,-0.057638274,0.698107532
82.52061598,21.25012171,915,11,2,0.028995664,0.820304058
85.36316984,24.00904586,810,11,2,0.068786488,0.452834314
78.89969146,32.40936072,442,18,2,1.184464988,0.01103242
87.31245776,23.94987624,975,11,2,0.132088868,0.28573556
74.9351294,34.41791781,513,25,2,-0.145064106,0.643138243
75.75955988,11.32946707,140,2,2,-0.046420267,0.604607859
87.69485663,25.37494664,749,11,2,0.043004788,0.521025352
77.6193229,12.98139295,364,3,1,0.083863061,0.418663975
77.21547825,28.40135966,340,6,2,0.253000927,0.172968574
79.21067641,10.11278858,89,3,2,-0.0662613,0.479719498
78.9418276,13.66004965,1714,3,2,-0.046103227,0.592803404
75.83800292,14.37754627,225,6,1,0.034478727,0.767797327
85.07815527,25.58248803,530,11,2,0.282274386,0.006776244
85.83512671,20.24262772,32,3,2,-0.045322644,0.323202226
80.03176776,24.63710928,1014,11,2,-0.002595088,0.968604008
79.68425844,18.24487807,1240,3,2,-0.168859713,0.551326029
79.6296122,18.22880173,1239,3,3,-0.388836287,0.065681686
72.8890525,21.04426592,1218,3,2,-0.079315181,0.435208307
86.00595702,23.38797796,983,11,2,-0.183476724,0.112411885
73.11522987,18.98272771,1269,2,2,-0.074970052,0.221559389
75.5141723,33.62523312,1784,14,2,-0.338155074,0.106684262
79.10237835,10.08314843,1425,3,2,-0.311684842,0.003696736
76.15776881,12.93639594,574,3,2,-0.268882363,0.005416673
91.60341138,27.83747484,726,12,2,-0.140019106,0.269322605
76.7383615,12.66670167,629,3,2,-0.000783222,0.994610265
76.57750129,34.72645849,1871,5,2,-0.232275726,0.464392009
81.02973403,21.09314967,354,11,2,-0.018060554,0.732668468
88.04466631,22.04667239,586,3,2,-0.070270353,0.382159818
78.3904957,17.42964994,164,3,2,-0.089369538,0.223323282
86.67514309,23.22168321,982,3,2,0.025117997,0.837400827
76.03346996,33.88848583,1833,17,2,-0.166608793,0.616441403
74.36090634,33.95580305,1085,14,2,-0.176351525,0.428284119
72.75575915,22.65682562,1023,6,2,-0.057959742,0.440815333
78.28718254,17.72618669,1274,3,2,-0.074212768,0.365267901
76.30449735,32.3454178,1807,11,3,-0.398067865,0.098490407
74.31470655,24.90134792,972,6,3,-0.259795559,0.006010669
79.3602621,11.79611902,659,3,2,-0.130707672,0.21269608
72.95739111,19.18980183,377,3,2,-0.056100773,0.535932495
76.24108303,12.41107598,625,3,2,-0.109654343,0.424386936
75.60426579,34.15693034,1792,17,2,-0.211282844,0.424697154
82.98987182,26.54388322,1439,11,2,-0.076928128,0.349550335
87.89505291,23.06408557,1610,3,2,-0.15091354,0.084939939
87.86185791,23.21499481,1138,3,2,0.083548687,0.56051098
79.06518882,21.96947221,2060,3,2,-0.167810824,0.066253869
76.18529165,33.70220687,1835,17,2,0.00799372,0.98404469
75.27959808,12.00140172,1607,2,2,0.028381945,0.753468825
78.37476776,11.97508901,1216,11,2,0.049829621,0.760677473
79.39899841,24.86935834,107,11,2,0.100488383,0.326392363
73.80163309,18.65765003,357,3,1,-0.255672392,0.002213528
76.80802414,12.91581603,2017,3,2,0.170909747,0.208388372
81.41572073,21.35133323,892,11,2,-0.104446528,0.07488111
75.14774242,34.13825328,265,14,2,-0.343458311,0.201199813
80.19715717,13.33705001,2035,3,2,0.023016051,0.801668109
81.38977225,21.34815047,891,11,2,-0.05549429,0.476905102
76.85341128,12.89600513,2018,3,2,0.065205651,0.620937319
80.76170312,24.26989971,1027,11,2,0.01878274,0.895622421
80.21991561,12.89340334,741,3,2,-0.076473297,0.564281791
75.7560175,11.32978625,2,2,2,-0.062252014,0.45422001
75.77559492,11.3557639,1,2,2,-0.129031422,0.156941366
79.04825176,9.964902026,1467,3,2,-0.359131739,0.012663635
76.59079574,13.50816336,2011,3,2,-0.04561989,0.670444927
88.25378322,24.09496538,1538,11,2,0.021189627,0.832073415
88.26488273,24.11146468,1539,11,2,0.061768725,0.348610941
77.78309508,12.52799127,13,3,2,0.121251936,0.383781436
84.65358663,24.98213609,535,11,2,0.066366291,0.59088916
88.94296158,25.28544949,789,3,2,0.100724147,0.292155826
88.94178118,25.27907225,790,3,2,0.098040099,0.130138506
76.55900357,12.60778456,692,3,2,0.00089597,0.992097675
79.61299922,17.14874063,247,3,2,-0.192764936,0.051955507
80.19337217,25.55013815,1018,11,2,0.09132672,0.465950581
80.00727873,19.41249091,1520,3,2,-0.099212316,0.252756956
83.21079887,27.12784167,1213,11,2,-0.071392077,0.474789235
87.57932969,25.60948142,764,11,2,0.010132279,0.947022287
77.6162275,29.3846556,989,11,2,0.11676363,0.128993245
87.58011557,25.60682729,763,11,2,-0.074927953,0.291527236
88.51281904,22.49751594,841,3,2,-0.053136965,0.391544017
87.58018838,25.60800422,762,11,2,-0.220954335,0.044141381
77.62187698,29.39608622,988,11,2,0.159683809,0.273586949
81.64947922,23.41272844,1619,11,2,-0.205914165,0.272622053
80.07691478,12.83469229,746,3,2,0.055916987,0.566932958
76.0810831,12.34619975,621,3,2,-0.209468966,0.014773405
77.26215635,34.45109696,1824,5,2,-0.473612503,0.36391436
80.06402074,12.37728712,483,3,2,0.002424012,0.98206121
79.8998282,16.01955036,332,3,2,-0.007893726,0.942277513
79.74461345,11.72088144,447,3,2,0.072534261,0.351988437
82.92597123,20.20787086,1328,3,2,-0.233545207,0.034487357
80.82255336,17.94910173,499,3,2,-0.32274438,0.003151868
76.02733971,11.54218593,509,2,2,-0.052735653,0.421143795
86.42096493,23.79692113,1214,11,2,-0.18779612,0.116275327
78.81791321,9.369817747,953,3,2,-0.106090257,0.335305099
78.60799586,15.23585725,1528,6,2,-0.214981546,0.051125729
83.81716019,27.13119577,1570,11,2,-0.104501798,0.328597024
79.58142824,17.99143766,329,3,2,-0.069136782,0.281399747
73.2444548,22.32882655,522,3,2,-0.125136948,0.35414238
79.91782793,20.42679813,1688,3,2,-0.143188063,0.256566961
83.99467545,21.87135765,1909,11,2,-0.051968179,0.589737124
78.53431548,33.69001091,889,5,2,-0.29336527,0.420006298
79.06163663,10.10612444,1167,3,2,-0.000988869,0.992712067
79.07949072,10.12411801,1168,3,2,0.09898059,0.788424496
79.06353427,10.0980265,1166,3,2,0.265846979,0.2182693
77.07870339,32.2923313,825,12,2,-0.544536393,0.09846291
88.2819077,22.59195008,1464,3,2,-0.090871057,0.453261608
76.62224004,9.027884,1573,2,2,-0.015890805,0.879966063
77.09532675,11.00195859,302,12,2,0.120782431,0.188642439
78.49729829,33.49600687,419,5,2,0.10548336,0.777641731
79.94481227,20.16453314,1564,3,2,-0.039662899,0.671715386
86.96020427,23.6839074,1768,11,2,-0.118934107,0.267201697
86.95902138,23.68256122,1769,11,2,-0.080778108,0.643890773
72.53758057,23.0962061,1926,6,2,-0.194207243,0.081076113
82.79448814,26.85987385,1447,11,2,-0.051192693,0.561048219
79.07018113,10.11748323,1169,3,2,-0.139209207,0.480240271
82.8009689,26.87219922,1446,11,2,0.030636212,0.688908941
77.73646618,34.65644971,1814,5,2,-0.066937691,0.778990575
76.1885941,33.69884274,1836,17,2,-0.367740728,0.279776521
78.41260482,17.47938333,170,3,2,-0.109722655,0.230557388
77.73055558,13.21030141,197,3,3,0.148968834,0.259924477
75.4920637,33.77954716,1292,8,2,-0.17395237,0.388509818
75.77425348,11.35674381,161,2,2,-0.100155258,0.331166736
77.47717652,19.37538072,1373,3,2,-0.149549852,0.023293204
75.46521026,33.79852009,1293,8,2,-0.022018511,0.819461465
74.64260055,34.16374443,1438,8,1,-0.122729115,0.418681802
82.97559995,25.22772083,1542,11,2,-0.206068242,0.175379058
76.50254209,13.44557196,1394,3,2,-0.172027976,0.158709739
76.60598401,13.37384781,1392,3,2,-0.135352306,0.268924281
76.58883395,13.37723251,1393,3,2,-0.043952925,0.614987215
76.00087351,10.80498931,711,2,2,-0.083686771,0.244263246
76.45182959,29.16351004,2056,6,2,0.259709843,0.176629952
85.53537901,23.78145845,1978,11,2,-0.272280091,0.000668376
76.45090722,29.17041885,2057,6,2,0.047907122,0.704478619
84.77312743,24.93438304,587,11,3,-0.046291744,0.784293254
80.4457176,20.06238625,1022,3,2,-0.044987894,0.685572474
75.96507106,13.4649493,538,6,2,-0.119114891,0.381819482
81.35662004,21.15118118,869,11,2,-0.163589203,0.086262265
87.10271404,25.38862315,807,11,2,0.210076793,0.048636455
80.52241816,25.29255461,1451,11,2,-0.035813971,0.809744793
76.1531657,33.62826271,1834,17,2,-0.042747674,0.825998152
79.07739238,10.1016617,1424,3,2,0.261924677,0.212871848
76.6611692,12.22071907,676,3,2,0.066855082,0.609777202
86.42092213,23.80133883,1215,11,2,-0.010224309,0.935404454
73.80065773,18.65531583,359,3,2,0.038427138,0.691642903
77.58658394,13.04701005,84,3,2,0.058070145,0.452395149
78.62801422,31.87979143,157,18,1,0.3816911,0.363747434
73.88226315,18.57759926,358,3,2,-0.124110024,0.022444418
82.87125913,19.54753929,1318,3,2,-0.15357668,0.077823019
78.2285691,12.42846429,1916,3,2,0.115443452,0.569397302
86.98282559,23.67493692,1889,11,2,-0.030534757,0.801480525
80.22951894,17.27560029,1615,3,3,-0.293808754,0.024065712
87.96619647,23.5657568,2000,3,2,-0.109016573,0.330761957
75.98994062,10.8042092,712,2,2,0.0527335,0.539559927
86.04652647,25.43518448,857,11,2,0.134230672,0.272792962
79.5538902,12.41295113,1972,3,2,-0.053700614,0.630090545
74.83876905,34.12057275,232,14,1,0.111367348,0.426534532
80.15358266,12.93306231,147,3,2,0.005227489,0.935585985
86.9765668,23.67734723,1891,11,2,-0.087017365,0.523773648
86.94991816,23.67719533,1890,11,2,0.015782446,0.937088296
83.61163834,26.93577185,1556,11,2,-0.177584269,0.318287775
75.86910079,14.00055915,1574,6,3,-0.074579245,0.493803838
76.68620993,12.84596234,636,3,2,0.103212064,0.283824596
77.37089457,33.28915358,1632,5,2,0.085688954,0.754752897
75.05188257,15.33219819,550,6,2,0.046611164,0.610911829
79.00245319,10.02928156,1348,3,2,-0.279677432,0.087173372
69.85492898,21.50670255,1070,6,3,0.045870989,0.290343115
81.37479676,21.11782887,868,11,2,0.0187217,0.77866281
78.28129864,32.01768653,524,26,2,0.776215993,0.014463527
79.80846284,20.62607967,1485,3,2,-0.267776145,0.032735573
83.95955794,26.87797826,1569,11,2,-0.202411143,0.1969293
73.39120284,18.6121222,368,2,2,-0.016504158,0.781523538
76.1371126,12.93720391,572,3,2,-0.142041226,0.015245468
78.21501301,12.41304166,1915,3,2,-0.19653796,0.016817692
76.24613709,10.3773133,1590,2,2,0.054288067,0.564537229
76.24183315,10.37235707,1589,2,2,0.076550872,0.560061327
78.83821631,25.94732487,1454,11,2,0.137395549,0.227913503
73.84189383,18.52922595,223,3,2,-0.074858692,0.316462261
76.34440652,32.33189499,496,11,3,0.026584861,0.866282784
79.06387475,32.41088849,443,18,2,0.225655761,0.211398564
82.94896257,20.24306898,1329,3,3,-0.167425123,0.102629227
80.35038845,25.46607219,360,11,2,0.02144942,0.838073842
81.64059661,21.20774087,880,11,2,-0.087077973,0.474877173
81.38648917,21.25879308,896,11,2,-0.212827698,0.013074053
78.83951373,32.46865415,1920,18,2,0.37696091,0.347029177
78.95864427,32.43395493,1919,18,2,0.358485385,0.098346395
77.48682763,10.23375731,178,12,2,-0.063676896,0.132799094
79.06081872,32.41301814,444,18,2,-0.359563237,0.169433492
74.52659449,15.86800151,356,3,2,-0.178796069,0.033332074
80.14449682,13.57076931,1399,3,2,-0.140065024,0.061269874
82.99902485,20.26813767,1330,3,2,-0.142440303,0.130684773
80.12415878,13.60034517,1400,3,2,-0.077872068,0.382034389
82.99844751,20.26678883,1331,3,2,-0.099699407,0.518105402
78.49725967,33.45401264,244,5,2,0.15097671,0.635575093
78.48705833,33.4293672,243,5,2,-0.247364668,0.416326719
81.35144574,16.88350021,1186,3,2,-0.155132323,0.210026481
71.14482859,22.64554628,1120,6,2,-0.107294812,0.193273296
81.37044875,16.88282557,1185,3,3,-0.231578127,0.166750765
87.91026867,23.0668474,1611,3,2,-0.057421024,0.446158323
75.85267334,34.04772807,1797,17,2,-0.367925093,0.256290928
78.30381212,17.4508453,1390,3,2,-0.143307921,0.138890193
76.1578423,33.39992443,1671,8,2,0.297283709,0.385369932
75.47826933,33.45525911,1669,14,2,-0.115986629,0.06702118
75.40585334,33.42944515,1670,14,2,-0.083981711,0.738403689
78.28236744,33.89743085,2008,5,2,-0.017687723,0.83305236
80.71302791,30.26406212,965,12,2,0.256032298,0.388741875
97.14945121,28.22033114,1918,12,2,0.171708808,0.437745628
76.96039785,13.066371,691,3,2,0.119398268,0.414236695
83.38192612,18.12253381,1479,3,2,-0.363943517,0.005118664
76.4688335,29.31312513,2058,6,2,0.087958035,0.442512712
79.57588886,35.52577865,830,5,2,-0.058679744,0.654033961
79.51708083,35.34521629,829,5,2,-0.02854436,0.79981471
79.55297374,35.50219263,828,5,2,-0.101489824,0.416511578
78.8524756,10.29667797,1309,3,3,-0.195674956,0.358868023
78.05799561,31.48295189,1672,15,2,0.126535072,0.525937577
75.84756497,11.10447746,459,2,3,-0.082496087,0.548594152
79.77708463,18.07928795,555,3,2,-0.244707639,0.140342168
79.03504035,9.971807376,1356,3,2,-0.186997365,0.277083274
78.47223973,25.66829883,951,11,2,0.029352269,0.762811585
84.68183389,24.84873269,563,11,2,-0.03848267,0.677841967
81.75172424,17.1487602,2045,3,2,-0.034266376,0.865760191
71.39278121,22.56331704,1084,6,2,-0.079197527,0.375341287
78.13053853,24.67539827,571,11,2,-0.029129633,0.715532201
78.61142902,33.46447438,245,5,2,-0.00356619,0.975674851
76.35510342,32.33594424,498,11,3,-0.285688738,0.176951279
85.91456371,26.14342115,1526,11,2,0.197758195,0.087107376
88.29239246,22.5254937,844,3,2,-0.113684491,0.205435667
88.62081996,22.8484245,1209,3,2,-0.100949883,0.212071464
83.05171079,20.53104181,1323,3,3,-0.064603462,0.679796605
70.55107425,22.82683321,1115,6,2,0.008082856,0.940141675
82.56327761,22.02114258,1199,11,2,-0.095032854,0.273519917
82.56846371,22.0102515,1201,11,2,-0.05348941,0.682475134
82.56745759,22.01871627,1200,11,2,-0.089711489,0.374028278
80.04569845,12.81696148,248,3,2,-0.000265973,0.996965716
75.86208014,22.67574868,403,3,2,-0.029224654,0.831595895
77.61422493,33.72384484,1866,5,2,0.18754016,0.564691789
77.61221725,33.722396,1865,5,2,0.005295891,0.988589369
74.47814447,33.80826927,1080,11,2,-0.207007419,0.353915231
97.13776428,28.2333641,1917,12,2,0.179503541,0.380082023
79.13182452,10.0480311,1290,3,2,-0.165109094,0.535238958
81.42929424,21.2126776,867,11,2,-0.040490175,0.579232821
76.79809722,11.40161295,1631,3,2,0.148816498,0.087750237
83.3260684,17.80955088,1904,3,3,-0.219031772,0.241974573
78.22800627,32.09018801,202,26,1,0.025491502,0.93456462
78.11054634,9.885943934,1544,12,2,-0.005093202,0.979196075
81.46927869,21.21454117,866,11,2,-0.061598886,0.43239459
77.66409247,33.55543003,1869,5,2,-0.098689251,0.66716889
91.29489712,23.82665486,695,3,2,0.036599631,0.647390932
77.7980068,12.52074381,50,3,2,0.113820464,0.261063709
82.13951175,17.07981389,853,3,2,-0.108733961,0.317051788
82.14217829,17.08206249,854,3,2,-0.081334748,0.236432008
80.077821,18.1492412,6,3,2,-0.035034761,0.475526813
82.13239702,17.07754416,852,3,2,-0.13074148,0.097799834
77.20476168,13.09856648,839,3,2,-0.044737176,0.582823079
76.68145441,24.65300588,1236,11,2,-0.00902946,0.956994775
78.00886435,33.11553916,1895,5,2,-0.726737972,0.022756356
76.55360298,9.274053837,1580,2,2,-0.242963254,0.159339156
